지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
279,2022-03-29 22:00,9.6,,0.1,0,59,7,1.9,1016.5,1022.5,,,,,1,0,,,2000,,,7.9,,,,
279,2022-03-29 23:00,8.8,,0.2,0,63,7.1,2.1,1016.3,1022.3,,,,,2,0,,,2000,,,6.9,,,,
279,2022-03-30 0:00,7.9,,0.5,290,67,7.1,2.1,1016.7,1022.8,,,,,0,0,,,2000,,,6,,,,
279,2022-03-30 1:00,7.3,,0.4,0,69,7,1.9,1016.6,1022.7,,,,,2,0,,,2000,,,5.3,,,,
279,2022-03-30 2:00,6.5,,0.5,290,74,7.1,2.1,1016.4,1022.5,,,,,0,0,,,2000,,,4.7,,,,
279,2022-03-30 3:00,6,,0.3,0,75,7,1.8,1016.5,1022.6,,,,,2,0,,,2000,,,4.2,,,,
279,2022-03-30 4:00,5.4,,0.5,290,80,7.2,2.2,1016.5,1022.6,,,,,0,0,,,1947,,,3.7,,,,
279,2022-03-30 5:00,4.8,,0.2,0,82,7,1.9,1017,1023.1,,,,,3,0,,,1930,,,3.2,,,,
279,2022-03-30 6:00,4.8,,0.3,0,82,7,1.9,1017.1,1023.2,,,,,7,0,,,999,,,3.6,,,,
279,2022-03-30 7:00,5.2,,0.1,0,81,7.1,2.1,1018.1,1024.2,0,,,,9,2,,,1381,,,4.7,,,,
279,2022-03-30 8:00,7.6,,0,0,71,7.4,2.6,1018,1024.1,0.5,,,,0,0,,,1860,,,7.9,,,,
279,2022-03-30 9:00,10.7,,0.4,0,55,7.1,2,1017.4,1023.4,1,,,,0,0,,,2000,,,14.1,,,,
279,2022-03-30 10:00,13.9,,0.6,110,45,7.1,2.1,1016.6,1022.5,1,,,,0,0,,,2000,,,20.6,,,,
279,2022-03-30 11:00,17.1,,0.8,50,35,6.8,1.4,1016,1021.8,1,,,,7,0,,,2000,,,26.8,,,,
279,2022-03-30 12:00,17.4,,0.6,70,35,6.9,1.7,1015.2,1021,0.9,,,,7,3,,19,2000,,,28.7,,,,
279,2022-03-30 13:00,19.4,,0.6,340,33,7.4,2.6,1014.2,1019.9,1,,,,7,1,,21,2000,,,35,,,,
279,2022-03-30 14:00,20,,0.8,340,33,7.7,3.2,1012.8,1018.6,0.7,,,,7,7,,18,2000,,,29.8,,,,
279,2022-03-30 15:00,19.9,,1.2,70,34,7.8,3.5,1011.9,1017.7,0.7,,,,9,5,,18,2000,,,27.4,,,,
279,2022-03-30 16:00,19.3,,0.5,360,38,8.5,4.6,1012,1017.7,0.1,,,,10,1,,20,2000,,,22,,,,
279,2022-03-30 17:00,18.9,,0.6,20,43,9.3,6,1012.2,1017.9,0,,,,10,9,,26,2000,,,19.6,,,,
279,2022-03-30 18:00,18.5,,0.6,50,48,10.2,7.2,1011.6,1017.4,0,,,,10,6,,19,2000,,,17.7,,,,
279,2022-03-30 19:00,17.6,,0.1,0,54,10.8,8.1,1012.3,1018.1,0,,,,10,4,,18,2000,,,16.1,,,,
279,2022-03-30 20:00,16.6,,0,0,60,11.2,8.7,1012.7,1018.5,,,,,10,8,,15,2000,,,15.3,,,,
279,2022-03-30 21:00,15.5,0,0.5,270,65,11.4,8.9,1012.7,1018.6,,,,,7,7,,15,1940,,,14.3,,,,
279,2022-03-30 22:00,15.2,,0.6,290,66,11.3,8.8,1013,1018.9,,,,,10,9,,14,2000,,,14,,,,
279,2022-03-30 23:00,15.3,,0.3,0,66,11.4,8.9,1013,1018.9,,,,,10,5,,25,2000,,,13.3,,,,
279,2022-03-31 0:00,15.1,0,0.3,0,69,11.8,9.4,1013.3,1019.2,,,,,10,4,,11,1931,,,13.4,,,,
279,2022-03-31 1:00,14.9,,0.7,320,84,14.2,12.2,1013.9,1019.8,,,,,9,9,,6,1999,,,13.4,,,,
279,2022-03-31 2:00,14.1,,1,270,81,12.9,10.8,1014,1019.9,,,,,9,6,,17,1482,,,12.3,,,,
279,2022-03-31 3:00,13.3,0.1,0.5,290,80,12.2,9.9,1013.6,1019.5,,,,,8,0,,,1141,,,10.9,,,,
279,2022-03-31 4:00,12.9,,0.7,290,80,11.9,9.5,1013.6,1019.5,,,,,9,0,,,995,,,10.2,,,,
279,2022-03-31 5:00,12.5,,1,290,75,10.8,8.1,1014.4,1020.3,,,,,9,1,,11,1115,,,9.9,,,,
279,2022-03-31 6:00,12.8,,1.2,290,71,10.4,7.6,1015.1,1021,,,,,9,4,,13,1259,,,10,,,,
279,2022-03-31 7:00,12.6,,1,290,71,10.3,7.4,1016.1,1022,0,,,,8,3,,12,1210,,,10.5,,,,
279,2022-03-31 8:00,13.2,,1.1,290,68,10.3,7.4,1016.9,1022.8,0,,,,8,2,,11,1250,,,12.4,,,,
279,2022-03-31 9:00,13.8,,1.3,320,63,9.9,6.8,1017.5,1023.4,0,,,,8,3,,11,1218,,,16.2,,,,
279,2022-03-31 10:00,14.7,,0.7,320,61,10.2,7.2,1017.7,1023.6,0,,,,10,6,,9,1101,,,17.4,,,,
279,2022-03-31 11:00,14.7,,1.5,50,62,10.3,7.4,1017.6,1023.5,0,,,,9,9,,8,1025,,,17.7,,,,
279,2022-03-31 12:00,15,,2.2,70,58,9.8,6.7,1017.2,1023.1,0,,,,9,7,,8,1255,,,20.9,,,,
279,2022-03-31 13:00,15.2,,1,50,55,9.5,6.2,1016.5,1022.4,0,,,,10,1,,14,1505,,,21.7,,,,
279,2022-03-31 14:00,15.8,,1,50,52,9.3,5.9,1016.1,1022,0,,,,10,3,,13,1683,,,22,,,,
279,2022-03-31 15:00,14.8,0,1.6,70,54,9,5.5,1016.1,1022,0,,,,10,9,,11,2000,,,18.5,,,,
279,2022-03-31 16:00,12.9,,1.4,90,65,9.6,6.4,1016.2,1022.1,0,,,,10,9,,11,2000,,,15.1,,,,
279,2022-03-31 17:00,12.5,,1.6,110,64,9.2,5.8,1017.2,1023.1,0,,,,10,9,,8,2000,,,13.9,,,,
279,2022-03-31 18:00,11.1,0.1,2.5,70,66,8.7,4.9,1018,1024,0,,,,10,9,,8,2000,,,12.5,,,,
279,2022-03-31 19:00,10.2,,2,70,67,8.3,4.3,1018.5,1024.5,0,,,,10,9,,8,2000,,,11.3,,,,
279,2022-03-31 20:00,9.4,,2.3,70,66,7.7,3.3,1019.5,1025.5,,,,,10,10,,7,2000,,,10.4,,,,
279,2022-03-31 21:00,8.5,0,1.1,50,72,8,3.7,1021.2,1027.3,,,,,2,2,,7,2000,,,9.9,,,,
279,2022-03-31 22:00,7.3,,0.6,90,78,8,3.7,1022,1028.1,,,,,9,9,,9,2000,,,8.6,,,,
279,2022-03-31 23:00,7.4,,0.4,0,70,7.2,2.2,1022.8,1028.9,,,,,10,4,,8,2000,,,8.3,,,,
279,2022-04-01 0:00,6.6,0,1.5,70,75,7.3,2.4,1022.9,1029,,,,,10,7,,,1886,,,7.7,,,,
279,2022-04-01 1:00,5.7,,0.2,0,79.6,7.3,2.4,1023.1,1029.3,,,,,10,9,,9,2000,,,7.1,,,,
279,2022-04-01 2:00,5,,0.4,0,87,7.6,3,1023.2,1029.4,,,,,9,2,,17,2000,,,5.8,,,,
279,2022-04-01 3:00,4.5,,0.7,270,89,7.5,2.8,1023,1029.2,,,,,9,0,,,2000,,,4.7,,,,
279,2022-04-01 4:00,3.9,,0.3,0,92,7.4,2.7,1023.1,1029.3,,,,,9,0,,,1964,,,4.1,,,,
279,2022-04-01 5:00,3.3,,0.5,270,92,7.1,2.1,1023.5,1029.7,,,,,4,1,,10,2000,,,3.2,,,,
279,2022-04-01 6:00,2.7,,0.4,0,93,6.9,1.6,1024,1030.2,,,,,4,0,,,1754,,,2.5,,,,
279,2022-04-01 7:00,2.8,,0.4,0,93,6.9,1.7,1024.6,1030.8,0,,,,0,0,,,1961,,,3,,,,
279,2022-04-01 8:00,5.2,,0,0,83,7.3,2.5,1025.1,1031.3,0.8,,,,4,0,,,2000,,,7.3,,,,
279,2022-04-01 9:00,6.8,,0.4,0,73,7.2,2.2,1025.5,1031.6,1,,,,6,0,,,2000,,,13.2,,,,
279,2022-04-01 10:00,8.8,,0.5,160,63,7.1,2.1,1025.5,1031.6,1,,,,3,0,,,2000,,,19,,,,
279,2022-04-01 11:00,11,,1,50,49,6.4,0.6,1025.2,1031.2,1,,,,6,0,,,2000,,,24.2,,,,
279,2022-04-01 12:00,11.3,,0.3,0,43,5.8,-0.8,1024.4,1030.4,1,,,,7,1,,68,2000,,,27.2,,,,
279,2022-04-01 13:00,13.4,,1.3,20,35,5.4,-1.7,1023.5,1029.5,1,,,,7,0,,,2000,,,29.5,,,,
279,2022-04-01 14:00,13.5,,0.8,50,35,5.4,-1.6,1022.6,1028.6,0.8,,,,7,1,,20,2000,,,27.1,,,,
279,2022-04-01 15:00,14.6,,1,20,27,4.5,-4.2,1022.2,1028.1,0.7,,,,7,1,,,2000,,,26.5,,,,
279,2022-04-01 16:00,14.4,,1.1,50,23,3.8,-6.5,1021.5,1027.4,1,,,,6,0,,,2000,,,25.2,,,,
279,2022-04-01 17:00,14.1,,1.2,360,22,3.5,-7.3,1021.2,1027.1,1,,,,5,0,,,2000,,,21.8,,,,
279,2022-04-01 18:00,13.6,,0.8,50,22,3.4,-7.7,1021,1026.9,1,,,,4,0,,,2000,,,15.8,,,,
279,2022-04-01 19:00,10.6,,0.7,250,34,4.3,-4.6,1021.4,1027.4,0.2,,,,3,0,,,2000,,,11.2,,,,
279,2022-04-01 20:00,11,,0.7,140,40,5.2,-2.1,1022,1028,,,,,2,1,,,2000,,,9.3,,,,
279,2022-04-01 21:00,10.4,,1.9,110,43,5.4,-1.6,1022.5,1028.5,,,,,1,1,,26,2000,,,8.2,,,,
279,2022-04-01 22:00,9.2,,1.7,90,46,5.4,-1.8,1022.7,1028.8,,,,,2,1,,,2000,,,7.2,,,,
279,2022-04-01 23:00,8.8,,0.6,110,48,5.4,-1.6,1023,1029.1,,,,,0,0,,,2000,,,6.3,,,,
279,2022-04-02 0:00,6,,0.7,270,63,5.9,-0.5,1023.2,1029.3,,,,,0,0,,,2000,,,5.3,,,,
279,2022-04-02 1:00,5.4,,0.7,270,68,6.1,0,1023.3,1029.5,,,,,0,0,,,2000,,,4.5,,,,
279,2022-04-02 2:00,4.5,,0.6,270,73,6.1,0,1023.2,1029.4,,,,,0,0,,,2000,,,3.8,,,,
279,2022-04-02 3:00,3.7,,0.6,270,76,6.1,-0.1,1023.2,1029.4,,,,,0,0,,,2000,,,3,,,,
279,2022-04-02 4:00,2.9,,0.4,0,81,6.1,0,1023,1029.2,,,,,0,0,,,2000,,,2.4,,,,
279,2022-04-02 5:00,2.2,,0.2,0,84,6,-0.2,1022.9,1029.1,,,,,0,0,,,2000,,,1.8,,,,
279,2022-04-02 6:00,1.9,,0.3,0,85,6,-0.3,1023,1029.2,,,,,0,0,,,2000,,,1.2,,,,
279,2022-04-02 7:00,2.1,,0.2,0,85,6.1,-0.1,1023.3,1029.5,0,,,,0,0,,,1987,,,1.8,,,,
279,2022-04-02 8:00,4.9,,0.3,0,70,6.1,-0.1,1023.4,1029.6,0.9,,,,0,0,,,2000,,,6.1,,,,
279,2022-04-02 9:00,7.7,,0,0,58,6.1,0,1023.3,1029.4,1,,,,0,0,,,2000,,,13.3,,,,
279,2022-04-02 10:00,9.4,,0.2,0,46,5.4,-1.6,1023.1,1029.1,1,,,,0,0,,,2000,,,19.9,,,,
279,2022-04-02 11:00,13,,1,340,29,4.3,-4.6,1022.6,1028.6,1,,,,1,0,,,2000,,,26.3,,,,
279,2022-04-02 12:00,15.1,,1,320,19,3.2,-8.4,1021.4,1027.3,1,,,,0,0,,,2000,,,30.8,,,,
279,2022-04-02 13:00,15.7,,1.3,360,20,3.6,-7.2,1020.3,1026.2,1,,,,0,0,,,2000,,,33.3,,,,
279,2022-04-02 14:00,16.1,,1.1,340,18,3.3,-8.2,1019,1024.9,1,,,,0,0,,,2000,,,34,,,,
279,2022-04-02 15:00,16.8,,1.8,340,17,3.2,-8.4,1018,1023.9,1,,,,0,0,,,2000,,,32.5,,,,
279,2022-04-02 16:00,16.9,,1.5,340,16,3.1,-9.1,1017.5,1023.3,1,,,,0,0,,,2000,,,29.3,,,,
279,2022-04-02 17:00,16.4,,1,290,17,3.2,-8.7,1017.5,1023.4,1,,,,0,0,,,2000,,,24.1,,,,
279,2022-04-02 18:00,14.8,,2.2,340,20,3.4,-7.9,1018.1,1024,1,,,,0,0,,,2000,,,17.2,,,,
279,2022-04-02 19:00,13.1,,1.4,290,22,3.3,-8.1,1018.7,1024.6,0.2,,,,0,0,,,2000,,,12.5,,,,
279,2022-04-02 20:00,11.3,,1,270,27,3.6,-7,1019.3,1025.3,,,,,1,0,,,2000,,,10.2,,,,
279,2022-04-02 21:00,10.5,,0.6,290,31,3.9,-5.9,1020.2,1026.2,,,,,0,0,,,2000,,,8.5,,,,
279,2022-04-02 22:00,9.6,,1.1,290,39,4.6,-3.7,1020.9,1026.9,,,,,0,0,,,2000,,,7.7,,,,
279,2022-04-02 23:00,8.9,,1,320,45,5.1,-2.4,1021.4,1027.5,,,,,1,0,,,2000,,,6.9,,,,
279,2022-04-03 0:00,8,,1.2,270,50,5.4,-1.8,1021.8,1027.9,,,,,0,0,,,2000,,,6,,,,
279,2022-04-03 1:00,6.2,,0.3,0,52,4.9,-2.9,1021.9,1028,,,,,0,0,,,2000,,,4.9,,,,
279,2022-04-03 2:00,7.2,,0.8,290,41,4.2,-5.2,1021.7,1027.8,,,,,0,0,,,2000,,,4.2,,,,
279,2022-04-03 3:00,5.5,,1.3,340,48,4.3,-4.6,1021.5,1027.6,,,,,0,0,,,2000,,,3.6,,,,
279,2022-04-03 4:00,4.3,,1,320,54,4.5,-4.2,1021.5,1027.7,,,,,0,0,,,2000,,,2.8,,,,
279,2022-04-03 5:00,2.7,,0,0,61,4.5,-4,1021.8,1028,,,,,0,0,,,2000,,,2,,,,
279,2022-04-03 6:00,2.1,,0,0,67,4.8,-3.4,1022.2,1028.4,,,,,0,0,,,2000,,,1.3,,,,
279,2022-04-03 7:00,2.5,,0.1,0,65,4.8,-3.4,1022.7,1028.9,0,,,,0,0,,,1852,,,1.8,,,,
279,2022-04-03 8:00,5.4,,0,0,53,4.8,-3.4,1023.1,1029.3,0.9,,,,0,0,,,2000,,,6.3,,,,
279,2022-04-03 9:00,8.9,,0.2,0,42,4.8,-3.3,1023.1,1029.2,1,,,,0,0,,,2000,,,13.7,,,,
279,2022-04-03 10:00,11,,0.8,70,34,4.5,-4.2,1023.1,1029.1,1,,,,0,0,,,2000,,,20.8,,,,
279,2022-04-03 11:00,13.6,,0.8,50,27,4.2,-5,1022.9,1028.9,1,,,,0,0,,,2000,,,27.2,,,,
279,2022-04-03 12:00,14.3,,0.5,50,24,3.9,-6,1022.2,1028.1,1,,,,0,0,,,2000,,,31.8,,,,
279,2022-04-03 13:00,16.1,,0.7,320,19,3.5,-7.5,1021.3,1027.2,1,,,,0,0,,,2000,,,34.6,,,,
279,2022-04-03 14:00,17.5,,1,360,17,3.4,-7.8,1020.5,1026.3,1,,,,0,0,,,2000,,,35.5,,,,
279,2022-04-03 15:00,18,,1.3,320,10,2.1,-14.1,1019.7,1025.5,1,,,,0,0,,,2000,,,34.1,,,,
279,2022-04-03 16:00,18.3,,1.4,50,13,2.7,-10.6,1019.1,1024.9,1,,,,0,0,,,2000,,,30.9,,,,
279,2022-04-03 17:00,17.7,,0.9,340,14,2.8,-10.1,1019.1,1024.9,1,,,,0,0,,,2000,,,25.6,,,,
279,2022-04-03 18:00,16.9,,0.8,50,15,2.9,-9.9,1019.3,1025.2,1,,,,0,0,,,2000,,,18.5,,,,
279,2022-04-03 19:00,13.2,,0.4,0,24,3.6,-6.9,1019.8,1025.7,0.1,,,,0,0,,,2000,,,13.2,,,,
279,2022-04-03 20:00,10.7,,1.4,290,35,4.5,-4.1,1020.4,1026.4,,,,,1,0,,,2000,,,10.4,,,,
279,2022-04-03 21:00,9.4,,0.4,0,39,4.6,-3.8,1021.6,1027.6,,,,,2,0,,,1501,,,8.7,,,,
279,2022-04-03 22:00,9,,0.4,0,42,4.8,-3.2,1022,1028.1,,,,,0,0,,,2000,,,8,,,,
279,2022-04-03 23:00,7.9,,0.6,270,50,5.3,-1.9,1022.3,1028.4,,,,,0,0,,,2000,,,7,,,,
279,2022-04-04 0:00,7.1,,0.5,270,58,5.8,-0.6,1022.8,1028.9,,,,,7,0,,,2000,,,6.2,,,,
279,2022-04-04 1:00,6.4,,0.4,0,69,6.6,1.1,1022.8,1028.9,,,,,0,0,,,2000,,,5.4,,,,
279,2022-04-04 2:00,5.6,,0.2,0,75,6.8,1.5,1022.8,1029,,,,,0,0,,,1960,,,4.6,,,,
279,2022-04-04 3:00,5.1,,0.4,0,79,6.9,1.7,1022.7,1028.9,,,,,0,0,,,1560,,,4,,,,
279,2022-04-04 4:00,4,,0.1,0,79,6.4,0.6,1022.8,1029,,,,,0,0,,,1452,,,3.3,,,,
279,2022-04-04 5:00,3.2,,0.1,0,78,6,-0.2,1023,1029.2,,,,,4,0,,,1266,,,2.6,,,,
279,2022-04-04 6:00,3.4,,0.1,0,81,6.3,0.4,1023.5,1029.7,,,,,0,0,,,1143,,,2.1,,,,
279,2022-04-04 7:00,3.6,,0.1,0,78,6.2,0.1,1023.9,1030.1,0,,,,1,0,,,1182,,,2.8,,,,
279,2022-04-04 8:00,6.5,,0,0,62,6,-0.2,1024.2,1030.3,0.9,,,,7,0,,,1645,,,7.5,,,,
279,2022-04-04 9:00,9,,0.9,90,54,6.2,0.1,1023.9,1030,1,,,,0,0,,,1884,,,14.4,,,,
279,2022-04-04 10:00,11.9,,0.2,0,40,5.6,-1.2,1023.7,1029.7,1,,,,0,0,,,1984,,,21.9,,,,
279,2022-04-04 11:00,16.1,,1.5,70,31,5.7,-1,1023.2,1029.1,1,,,,0,0,,,1978,,,28.6,,,,
279,2022-04-04 12:00,17.7,,1.1,340,22,4.4,-4.3,1022.2,1028,1,,,,0,0,,,2000,,,33.7,,,,
279,2022-04-04 13:00,18.4,,1.6,340,19,4,-5.6,1021.3,1027.1,1,,,,0,0,,,2000,,,35.7,,,,
279,2022-04-04 14:00,19.5,,2,340,13,2.9,-9.7,1020.4,1026.2,1,,,,0,0,,,2000,,,36.7,,,,
279,2022-04-04 15:00,20.1,,1.7,290,13,3,-9.2,1019.6,1025.4,1,,,,0,0,,,2000,,,35.1,,,,
279,2022-04-04 16:00,20.2,,1.8,340,13,3.1,-9.1,1018.8,1024.6,1,,,,0,0,,,2000,,,31.9,,,,
279,2022-04-04 17:00,19.5,,1.1,320,14,3.2,-8.7,1018.3,1024.1,1,,,,0,0,,,2000,,,26.8,,,,
279,2022-04-04 18:00,18.1,,1.8,340,16,3.3,-8.1,1018.4,1024.2,1,,,,0,0,,,2000,,,19.4,,,,
279,2022-04-04 19:00,15.7,,1.6,270,22,3.9,-5.9,1018.7,1024.6,0.1,,,,0,0,,,2000,,,14.3,,,,
279,2022-04-04 20:00,13.9,,1.3,250,26,4.1,-5.3,1018.8,1024.7,,,,,,0,,,2000,,,11.8,,,,
279,2022-04-04 21:00,12.4,,0.9,270,28,4,-5.6,1019.3,1025.3,,,,,0,0,,,2000,,,9.8,,,,
279,2022-04-04 22:00,11.9,,0.9,270,31,4.3,-4.7,1019.2,1025.2,,,,,0,0,,,2000,,,8.9,,,,
279,2022-04-04 23:00,10.6,,0.7,270,37,4.7,-3.5,1019.3,1025.3,,,,,0,0,,,1993,,,7.6,,,,
279,2022-04-05 0:00,10.2,,0.9,290,41,5.1,-2.4,1020,1026,,,,,0,0,,,1456,,,7,,,,
279,2022-04-05 1:00,8.3,,0.6,290,52,5.7,-0.9,1019.6,1025.7,,,,,0,0,,,1579,,,6.1,,,,
279,2022-04-05 2:00,7.7,,0.2,0,52,5.5,-1.5,1019.4,1025.5,,,,,0,0,,,1501,,,5.3,,,,
279,2022-04-05 3:00,6.8,,0.3,0,54,5.4,-1.8,1018.9,1025,,,,,5,0,,,1479,,,4.7,,,,
279,2022-04-05 4:00,6.2,,0.1,0,59,5.6,-1.2,1018.5,1024.6,,,,,4,0,,,1439,,,3.9,,,,
279,2022-04-05 5:00,5,,0.4,0,61,5.3,-1.9,1018.2,1024.3,,,,,0,0,,,1510,,,3.1,,,,
279,2022-04-05 6:00,4,,0.1,0,66,5.4,-1.7,1018.6,1024.8,,,,,0,0,,,1153,,,2.3,,,,
279,2022-04-05 7:00,4.7,,0,0,63,5.4,-1.7,1018.8,1024.9,0,,,,6,0,,,1196,,,3.8,,,,
279,2022-04-05 8:00,7.2,,0.1,0,55,5.6,-1.2,1019,1025.1,0.5,,,,8,0,,,1346,,,8.2,,,,
279,2022-04-05 9:00,10.4,,0.4,0,44,5.6,-1.3,1018.5,1024.5,1,,,,8,0,,,1412,,,14.4,,,,
279,2022-04-05 10:00,13.4,,0.9,340,28,4.3,-4.7,1017.9,1023.8,1,,,,8,0,,,1937,,,20.5,,,,
279,2022-04-05 11:00,13.9,,0.7,110,31,4.9,-2.9,1017.4,1023.3,1,,,,8,0,,,1763,,,23.4,,,,
279,2022-04-05 12:00,16.3,,2,340,16,3,-9.6,1016,1021.9,0.8,,,,8,0,,,2000,,,25.4,,,,
279,2022-04-05 13:00,18.3,,1.1,290,13,2.7,-10.6,1015.1,1020.9,0.9,,,,8,0,,,1219,,,29.3,,,,
279,2022-04-05 14:00,19.5,,2.9,340,11,2.5,-11.8,1014.2,1019.9,1,,,,8,0,,,2000,,,31.1,,,,
279,2022-04-05 15:00,21,,1.3,320,11,2.7,-10.6,1012.9,1018.6,1,,,,7,1,,73,2000,,,32.5,,,,
279,2022-04-05 16:00,21,,2.1,320,10,2.5,-11.8,1012.1,1017.8,1,,,,5,0,,,2000,,,29.4,,,,
279,2022-04-05 17:00,19.7,,1.9,320,12,2.8,-10.5,1012.1,1017.8,0.7,,,,,0,,,2000,,,23.5,,,,
279,2022-04-05 18:00,18.3,,1.9,290,15,3.1,-8.8,1012.5,1018.3,0,,,,8,0,,,2000,,,18.9,,,,
279,2022-04-05 19:00,16.6,,1.7,290,18,3.4,-7.8,1013,1018.8,0,,,,8,0,,,2000,,,14.9,,,,
279,2022-04-05 20:00,15.7,,1.9,290,22,3.9,-5.9,1013.5,1019.4,,,,,9,0,,,2000,,,13.4,,,,
279,2022-04-05 21:00,14.6,,1.1,290,23,3.8,-6.3,1014.3,1020.2,,,,,7,0,,,2000,,,11.4,,,,
279,2022-04-05 22:00,13.9,,1.2,320,22,3.5,-7.5,1014.7,1020.6,,,,,8,0,,,2000,,,10.3,,,,
279,2022-04-05 23:00,13.1,,1.4,340,24,3.6,-7,1015,1020.9,,,,,8,0,,,2000,,,9.6,,,,
279,2022-04-06 0:00,12.5,,1.5,290,24,3.5,-7.5,1015.1,1021,,,,,8,0,,,2000,,,8.9,,,,
279,2022-04-06 1:00,12.1,,1.4,320,24,3.4,-7.9,1015.4,1021.4,,,,,6,0,,,2000,,,8.2,,,,
279,2022-04-06 2:00,11.1,,0.7,320,26,3.4,-7.7,1015.2,1021.2,,,,,6,0,,,2000,,,7,,,,
279,2022-04-06 3:00,10.2,,0.4,0,26,3.2,-8.4,1015.1,1021.1,,,,,0,0,,,2000,,,6.4,,,,
279,2022-04-06 4:00,10.5,,1.4,320,25,3.2,-8.7,1015.8,1021.8,,,,,0,0,,,2000,,,6.1,,,,
279,2022-04-06 5:00,8.1,,0.2,0,33,3.6,-7.2,1016.2,1022.2,,,,,0,0,,,2000,,,5.5,,,,
279,2022-04-06 6:00,7.7,,0.3,0,37,3.9,-6.1,1016.3,1022.4,,,,,0,0,,,2000,,,5,,,,
279,2022-04-06 7:00,7.8,,0.3,0,40,4.2,-4.9,1016.6,1022.7,0,,,,2,0,,,2000,,,5.9,,,,
279,2022-04-06 8:00,10.9,,0,0,31,4,-5.6,1016.6,1022.6,0.8,,,,,0,,,2000,,,10.2,,,,
279,2022-04-06 9:00,13.5,,1.9,340,19,2.9,-9.7,1016.5,1022.4,1,,,,0,0,,,2000,,,16.9,,,,
279,2022-04-06 10:00,15.6,,1.8,340,21,3.7,-6.6,1016.4,1022.3,1,,,,0,0,,,2000,,,24.7,,,,
279,2022-04-06 11:00,17.3,,1.8,320,23,4.5,-4,1016.2,1022,1,,,,0,0,,,2000,,,30.8,,,,
279,2022-04-06 12:00,18.9,,2,320,22,4.8,-3.3,1015.5,1021.3,1,,,,0,0,,,2000,,,35.2,,,,
279,2022-04-06 13:00,21.3,,1.7,340,20,5.1,-2.5,1014.9,1020.6,1,,,,0,0,,,2000,,,38.3,,,,
279,2022-04-06 14:00,22.3,,0.9,360,19,5.1,-2.4,1013.9,1019.6,1,,,,0,0,,,2000,,,39.1,,,,
279,2022-04-06 15:00,22.8,,1.8,340,18,5,-2.7,1012.7,1018.4,1,,,,0,0,,,2000,,,37,,,,
279,2022-04-06 16:00,22.3,,1.6,320,18,4.9,-3.1,1011.9,1017.6,1,,,,0,0,,,2000,,,33.4,,,,
279,2022-04-06 17:00,21.5,,2.1,320,16,4.1,-5.4,1011.7,1017.4,1,,,,0,0,,,2000,,,27.9,,,,
279,2022-04-06 18:00,20.1,,1.3,290,20,4.7,-3.5,1011.7,1017.5,1,,,,0,0,,,2000,,,21.2,,,,
279,2022-04-06 19:00,18.2,,1,270,22,4.6,-3.9,1012,1017.8,0,,,,0,0,,,2000,,,16.2,,,,
279,2022-04-06 20:00,15.7,,1.6,270,30,5.4,-1.8,1012.2,1018.1,,,,,0,0,,,2000,,,13.6,,,,
279,2022-04-06 21:00,14.7,,0.2,0,32,5.4,-1.8,1013,1018.9,,,,,0,0,,,2000,,,12,,,,
279,2022-04-06 22:00,13.3,,0.2,0,37,5.6,-1.1,1013.2,1019.1,,,,,0,0,,,2000,,,10.5,,,,
279,2022-04-06 23:00,11.9,,0.2,0,43,6,-0.3,1012.9,1018.8,,,,,5,0,,,2000,,,9.4,,,,
279,2022-04-07 0:00,10.4,,0.4,0,47,5.9,-0.4,1012.7,1018.7,,,,,2,0,,,2000,,,8.4,,,,
279,2022-04-07 1:00,9.6,,0.2,0,47,5.6,-1.1,1012.5,1018.5,,,,,0,0,,,2000,,,7.6,,,,
279,2022-04-07 2:00,8.7,,0,0,48,5.4,-1.7,1012,1018,,,,,2,0,,,2000,,,6.9,,,,
279,2022-04-07 3:00,9.5,,0,0,44,5.2,-2.1,1011.7,1017.7,,,,,8,0,,,2000,,,7.4,,,,
279,2022-04-07 4:00,10.4,,0.2,0,47,5.9,-0.4,1011.4,1017.4,,,,,8,0,,,2000,,,8.8,,,,
279,2022-04-07 5:00,10.6,,0.2,0,38,4.9,-3.1,1011.5,1017.5,,,,,10,0,,,2000,,,9.2,,,,
279,2022-04-07 6:00,8.1,1.3,1,320,75,8.1,3.9,1011.9,1017.9,,,,,10,0,,,1390,,,8.6,,,,
279,2022-04-07 7:00,8.3,0,0,0,81,8.8,5.2,1012.2,1018.2,0,,,,10,0,,,1195,,,8.7,,,,
279,2022-04-07 8:00,9.4,0,0.9,340,74,8.7,4.9,1012.2,1018.2,0,,,,8,0,,,1239,,,10.5,,,,
279,2022-04-07 9:00,9.6,0.9,1.2,320,83,9.9,6.8,1012.5,1018.5,0,,,,10,0,,,812,,,11.7,,,,
279,2022-04-07 10:00,11.9,,0.9,320,58,8,3.8,1012.6,1018.5,0,,,,8,0,,,2000,,,15,,,,
