time,temperature,wind_speed,wind_direction,humidity,barometric_pressure,solar_radiation,precipitation
2/26/19 9:59,6.9,1.55,70,50,949,242,0
2/26/19 10:59,8.7,1.5,59,45,949,420,0
2/26/19 11:59,11,1.42,83,39,949,568,0
2/26/19 12:59,12.9,2,81,33,949,666,0
2/26/19 13:59,14.4,2.03,144,29,949,690,0
2/26/19 14:59,15.9,1.5,186,25,948,656,0
2/26/19 15:59,16.8,1.67,189,22,948,570,0
2/26/19 16:59,16.7,2.83,175,18,947,430,0
2/26/19 17:59,16.3,3.07,186,17,948,242,0
2/26/19 18:59,15.5,1.62,139,18,948,57,0
2/26/19 19:59,14.2,1.4,168,20,948,0,0
2/26/19 20:59,13.2,1.03,154,21,948,0,0
2/26/19 21:59,12.7,0.73,153,22,948,0,0
2/26/19 22:59,12.4,0.78,143,22,948,0,0
2/26/19 23:59,11.3,1.37,89,25,948,0,0
2/27/19 0:59,9.8,1.42,78,29,949,0,0
2/27/19 1:59,8.8,1.18,78,31,948,0,0
2/27/19 2:59,7.7,0.9,59,36,948,0,0
2/27/19 3:59,6,1.15,66,42,948,0,0
2/27/19 4:59,5.5,1.48,53,44,948,0,0
2/27/19 5:59,5.4,2.3,72,41,948,0,0
2/27/19 6:59,4.3,2.2,77,46,948,0,0
2/27/19 7:59,3.8,1.12,32,48,948,4,0
2/27/19 8:59,5.6,1.17,39,42,948,83,0
2/27/19 9:59,7.3,1.22,74,39,948,252,0
2/27/19 10:59,8.4,1.72,73,36,948,441,0
2/27/19 11:59,11.2,1.32,99,29,948,580,0
2/27/19 12:59,12.8,1.63,94,27,948,675,0
2/27/19 13:59,15.2,1.3,245,21,948,705,0
2/27/19 14:59,16.7,1.33,245,18,947,671,0
2/27/19 15:59,16.9,1.55,225,17,947,577,0
2/27/19 16:59,17.2,1.43,224,17,947,427,0
2/27/19 17:59,16.7,1.7,261,18,947,226,0
2/27/19 18:59,15.5,1.13,274,20,947,34,0
2/27/19 19:59,14.3,1.1,275,22,947,0,0
2/27/19 20:59,13.3,1.07,274,24,947,0,0
2/27/19 21:59,12.3,1.58,284,27,947,0,0
2/27/19 22:59,11.8,0.97,292,28,947,0,0
2/27/19 23:59,10,0.65,78,33,947,0,0
2/28/19 0:59,9.2,0.55,347,36,948,0,0
2/28/19 1:59,8.2,0.75,278,40,948,0,0
2/28/19 2:59,6.7,0.68,79,42,948,0,0
2/28/19 3:59,5.2,0.52,74,45,947,0,0
2/28/19 4:59,4.2,0.8,74,48,947,0,0
2/28/19 5:59,4.1,0.47,23,49,948,0,0
2/28/19 6:59,3.6,0.82,76,50,948,0,0
2/28/19 7:59,3.4,1.05,73,50,948,4,0
2/28/19 8:59,4.6,0.8,13,49,948,82,0
2/28/19 9:59,6.6,1.47,85,44,948,266,0
2/28/19 10:59,8.7,1.23,81,39,949,419,0
2/28/19 11:59,11.6,1,117,33,948,582,0
2/28/19 12:59,13.7,0.82,78,29,948,631,0
2/28/19 13:59,15.8,0.82,234,25,948,688,0
2/28/19 14:59,16.4,1.07,209,24,947,509,0
2/28/19 15:59,16.3,0.73,246,23,947,336,0
2/28/19 16:59,15.9,1,295,23,947,231,0
2/28/19 17:59,15.6,1.08,251,25,946,165,0
2/28/19 18:59,14.6,0.78,263,28,946,30,0
2/28/19 19:59,13.6,1,276,31,946,0,0
2/28/19 20:59,12.6,1.3,266,35,946,0,0
2/28/19 21:59,11.4,1.57,82,40,947,0,0
2/28/19 22:59,10.9,1.38,36,37,947,0,0
2/28/19 23:59,10.4,1.57,28,39,947,0,0
3/1/19 0:59,9.3,2.15,41,41,946,0,0
3/1/19 1:59,8.5,2.9,74,42,946,0,0
3/1/19 2:59,7.7,2.87,72,45,946,0,0
3/1/19 3:59,6.4,1.83,42,49,946,0,0
3/1/19 4:59,5.6,1.03,26,52,946,0,0
3/1/19 5:59,4.5,1.17,31,54,946,0,0
3/1/19 6:59,4.1,1,6,55,945,0,0
3/1/19 7:59,3.7,1.82,35,56,946,5,0
3/1/19 8:59,5.2,1.33,29,51,946,94,0
3/1/19 9:59,7.7,1.32,71,40,946,264,0
3/1/19 10:59,9.7,1,65,35,946,446,0
3/1/19 11:59,11.9,1.02,67,31,946,593,0
3/1/19 12:59,13.8,1.07,133,26,945,687,0
3/1/19 13:59,15.1,1.22,184,25,945,708,0
3/1/19 14:59,16,1.62,284,24,944,677,0
3/1/19 15:59,16.8,1.58,260,22,944,542,0
3/1/19 16:59,16.3,1.68,248,23,943,414,0
3/1/19 17:59,16.1,1.95,246,25,943,233,0
3/1/19 18:59,14.6,2.55,262,29,943,52,0
3/1/19 19:59,13.1,1.95,262,35,944,0,0
3/1/19 20:59,12.3,1.73,265,38,944,0,0
3/1/19 21:59,11.6,1.15,338,38,944,0,0
3/1/19 22:59,10.1,1.17,33,42,944,0,0
3/1/19 23:59,9.7,0.58,72,41,945,0,0
3/2/19 0:59,9.4,0.55,225,42,945,0,0
3/2/19 1:59,9.2,0.68,139,42,945,0,0
3/2/19 2:59,8.8,0.5,35,43,945,0,0
3/2/19 3:59,8.4,1.05,89,44,945,0,0
3/2/19 4:59,7.2,1.4,132,48,945,0,0
3/2/19 5:59,6.5,0.85,79,50,945,0,0
3/2/19 6:59,6.3,0.4,161,52,945,0,0
3/2/19 7:59,6.1,0.7,139,53,945,5,0
3/2/19 8:59,5.5,1.28,78,55,946,82,0
3/2/19 9:59,7.7,1.5,73,48,946,268,0
3/2/19 10:59,10,0.97,96,42,946,447,0
3/2/19 11:59,12.5,0.73,125,36,947,588,0
3/2/19 12:59,13.5,1.17,186,33,947,686,0
3/2/19 13:59,13.7,2,182,34,946,724,0
3/2/19 14:59,14.9,2.03,223,31,945,688,0
3/2/19 15:59,16,1.77,250,28,945,586,0
3/2/19 16:59,16.9,1.02,72,26,945,430,0
3/2/19 17:59,16.9,1.12,186,27,945,249,0
3/2/19 18:59,16.2,1.38,182,29,945,65,0
3/2/19 19:59,14.4,1.78,257,36,945,0,0
3/2/19 20:59,13.2,1.87,261,39,945,0,0
3/2/19 21:59,12.1,1,237,41,945,0,0
3/2/19 22:59,10.9,0.68,122,45,945,0,0
3/2/19 23:59,10,0.68,53,48,946,0,0
3/3/19 0:59,9.2,0.42,94,50,946,0,0
3/3/19 1:59,8.2,0.68,67,50,945,0,0
3/3/19 2:59,7.4,0.55,47,50,945,0,0
3/3/19 3:59,6.4,0.67,83,51,945,0,0
3/3/19 4:59,5.7,0.62,78,53,945,0,0
3/3/19 5:59,4.4,0.95,90,57,945,0,0
3/3/19 6:59,3.9,0.8,66,57,945,0,0
3/3/19 7:59,3.8,0.4,59,58,945,8,0
3/3/19 8:59,6.4,0.42,116,51,945,104,0
3/3/19 9:59,7.5,0.93,175,52,946,270,0
3/3/19 10:59,8.4,1.28,170,52,946,437,0
3/3/19 11:59,10.3,1.43,140,48,946,596,0
3/3/19 12:59,12.8,1.65,174,43,945,700,0
3/3/19 13:59,15,3.5,234,34,945,707,0
3/3/19 14:59,16.1,4.25,265,28,944,696,0
3/3/19 15:59,16.3,4.83,249,28,943,548,0
3/3/19 16:59,16.5,4.42,253,29,943,488,0
3/3/19 17:59,15.8,3.93,257,33,942,159,0
3/3/19 18:59,14.6,2.43,267,37,942,35,0
3/3/19 19:59,13.5,2.43,257,40,942,0,0
3/3/19 20:59,12.4,2.53,257,45,942,0,0
3/3/19 21:59,11.4,2.48,274,49,942,0,0
3/3/19 22:59,10.9,2.78,254,49,943,0,0
3/3/19 23:59,10.4,3.47,245,49,943,0,0
3/4/19 0:59,9.3,2.72,245,53,942,0,0
3/4/19 1:59,8.2,2.43,234,61,942,0,0
3/4/19 2:59,7.8,3.47,251,62,942,0,0
3/4/19 3:59,6.4,3.53,252,71,942,0,0
3/4/19 4:59,5.9,3.6,249,76,941,0,0
3/4/19 5:59,6,3.82,225,82,941,1,0
3/4/19 6:59,5.8,3.95,245,85,941,1,0
3/4/19 7:59,5.6,3.68,247,89,941,6,0
3/4/19 8:59,6,2.73,253,89,942,62,0
3/4/19 9:59,6.8,3.55,267,87,942,176,0
3/4/19 10:59,7.9,3.77,264,81,942,306,0
3/4/19 11:59,9.3,3.77,246,74,942,532,0
3/4/19 12:59,10.6,3.75,262,66,942,622,0
3/4/19 13:59,11.3,4.73,254,60,942,670,0
3/4/19 14:59,11.6,5.08,252,55,941,647,0
3/4/19 15:59,11.9,4.55,263,53,941,492,0
3/4/19 16:59,11.8,5.27,263,51,941,381,0
3/4/19 17:59,11.4,4.67,263,50,941,206,0
3/4/19 18:59,10.6,3.65,250,53,941,42,0
3/4/19 19:59,9.7,3.35,262,56,941,0,0
3/4/19 20:59,9,3.8,277,58,941,0,0
3/4/19 21:59,8.6,3.33,274,59,941,0,0
3/4/19 22:59,8.3,2.73,257,58,941,0,0
3/4/19 23:59,7.9,3.08,262,60,941,0,0
3/5/19 0:59,7.7,2.57,263,60,941,0,0
3/5/19 1:59,7.1,1.88,249,62,941,1,0
3/5/19 2:59,6.1,1.07,254,68,941,1,0
3/5/19 3:59,6.3,1.73,249,67,941,1,0
3/5/19 4:59,5.6,2.13,246,71,940,1,0
3/5/19 5:59,5.3,1.62,246,73,940,1,0
3/5/19 6:59,5.4,1.87,233,71,940,1,0
3/5/19 7:59,5.7,1.88,244,68,940,5,0
3/5/19 8:59,5.8,2.15,258,69,941,84,0
3/5/19 9:59,7.2,2.85,257,63,941,274,0
3/5/19 10:59,8.2,3.4,237,59,941,463,0
3/5/19 11:59,8.4,3.47,254,59,941,429,0
3/5/19 12:59,9.5,4.15,223,54,941,639,0
3/5/19 13:59,10.2,4.23,236,52,940,687,0
3/5/19 14:59,10.6,3.87,239,51,940,527,0
3/5/19 15:59,11,4.17,250,50,939,265,0
3/5/19 16:59,11.2,4,267,50,939,301,0
3/5/19 17:59,11.5,3.22,237,50,939,163,0
3/5/19 18:59,11.1,3.23,233,52,938,42,0
3/5/19 19:59,10.4,1.82,225,56,938,0,0
3/5/19 20:59,10,1.08,211,59,938,1,0
3/5/19 21:59,9.4,1.52,171,61,938,1,0
3/5/19 22:59,9.5,1.85,160,61,938,2,0
3/5/19 23:59,8.9,2.62,173,65,937,1,0
3/6/19 0:59,9.1,2.87,192,71,937,1,0
3/6/19 1:59,9.4,3.38,192,73,936,1,0
3/6/19 2:59,9.1,3.4,205,77,936,2,0
3/6/19 3:59,8.8,2.5,180,80,935,2,0
3/6/19 4:59,8.6,3.28,175,81,934,2,0
3/6/19 5:59,8.3,2.62,160,83,934,0,0
3/6/19 6:59,8,2.7,192,83,933,1,0
3/6/19 7:59,7.9,2.9,190,81,933,5,0
3/6/19 8:59,8.3,4.35,192,70,933,57,0
3/6/19 9:59,8.4,4.3,209,65,933,36,0.3
3/6/19 10:59,6.1,3.62,216,84,933,67,1.8
3/6/19 11:59,5.7,3.72,205,91,933,83,1.4
3/6/19 12:59,6.5,4.32,184,88,932,234,0
3/6/19 13:59,8.7,4.45,198,78,931,400,0
3/6/19 14:59,5.4,5.62,263,90,931,83,6.1
3/6/19 15:59,6.2,5.67,254,84,931,275,0.1
3/6/19 16:59,7.9,5.85,249,71,932,437,0
3/6/19 17:59,7.7,6.47,263,61,933,258,0
3/6/19 18:59,6.7,5.9,262,60,933,84,0
3/6/19 19:59,5.5,5.32,259,68,934,0,0
3/6/19 20:59,4.9,4.85,274,74,935,1,0
3/6/19 21:59,4.2,3.88,266,82,936,0,0
3/6/19 22:59,3.9,3.83,257,86,937,0,0
3/6/19 23:59,3.6,3.28,264,85,937,1,0
3/7/19 0:59,2.9,2.38,262,87,937,0,0
3/7/19 1:59,2.4,2.4,254,89,938,0,0
3/7/19 2:59,2.4,1.35,246,86,938,0,0
3/7/19 3:59,2.4,0.87,254,81,938,0,0
3/7/19 4:59,2.1,1,263,76,938,0,0
3/7/19 5:59,1.8,1.43,263,75,939,0,0
3/7/19 6:59,1.5,1.08,252,76,939,0,0
3/7/19 7:59,1.5,1.05,281,72,939,7,0
3/7/19 8:59,3.1,0.7,186,67,940,109,0
3/7/19 9:59,4.7,0.77,199,61,940,296,0
3/7/19 10:59,5.6,1.15,205,56,940,481,0
3/7/19 11:59,6.2,1.72,205,49,940,637,0
3/7/19 12:59,6.6,3.12,267,44,940,715,0
3/7/19 13:59,7,3.23,241,49,939,773,0
3/7/19 14:59,7.3,3.22,237,49,939,636,0
3/7/19 15:59,8.4,3.03,234,42,939,611,0
3/7/19 16:59,8.3,3.1,234,44,939,459,0
3/7/19 17:59,7.9,3.75,247,48,938,244,0
3/7/19 18:59,7.5,4.22,274,48,939,72,0
3/7/19 19:59,6.3,3.68,246,57,939,0,0
3/7/19 20:59,5.5,2.92,255,65,939,0,0
3/7/19 21:59,5.4,2.17,260,65,940,0,0
3/7/19 22:59,5.3,2.1,246,68,940,1,0
3/7/19 23:59,4.9,1.33,237,72,940,1,0
3/8/19 0:59,4.7,1.28,247,75,940,1,0
3/8/19 1:59,4.6,1.33,237,78,941,1,0
3/8/19 2:59,4.6,1.18,252,80,941,1,0
3/8/19 3:59,4.4,0.92,260,80,941,0,0
3/8/19 4:59,4,1.17,261,82,940,0,0
3/8/19 5:59,3.7,0.68,175,84,941,0,0
3/8/19 6:59,3.5,0.42,249,86,941,1,0
3/8/19 7:59,3.5,0.35,132,87,942,10,0
3/8/19 8:59,4.7,0.17,213,81,942,94,0
3/8/19 9:59,5.8,0.8,98,77,943,273,0
3/8/19 10:59,7.7,1.12,82,65,944,475,0
3/8/19 11:59,8.1,2.05,83,59,944,631,0
3/8/19 12:59,9.5,1.75,74,52,944,766,0
3/8/19 13:59,10.7,1.42,77,46,944,763,0
3/8/19 14:59,11.6,1.12,31,41,944,751,0
3/8/19 15:59,11.4,0.87,62,38,944,217,0
3/8/19 16:59,11.4,0.83,139,37,944,341,0
3/8/19 17:59,11.6,0.92,67,36,944,162,0
3/8/19 18:59,10.9,0.8,111,38,945,56,0
3/8/19 19:59,10.4,0.65,171,40,945,0,0
3/8/19 20:59,10,0.83,263,42,946,0,0
3/8/19 21:59,9.4,0.9,279,47,946,0,0
3/8/19 22:59,8.2,1.75,70,51,947,0,0
3/8/19 23:59,6.9,2.73,74,55,947,0,0
3/9/19 0:59,6.6,2.27,67,55,948,0,0
3/9/19 1:59,6.4,2.03,83,56,948,0,0
3/9/19 2:59,5.4,1.13,96,61,948,0,0
3/9/19 3:59,4.6,1.03,48,65,948,0,0
3/9/19 4:59,4.5,0.87,67,65,948,0,0
3/9/19 5:59,4.1,1.25,32,67,949,0,0
3/9/19 6:59,3.9,0.87,4,69,949,0,0
3/9/19 7:59,4,0.95,4,68,949,13,0
3/9/19 8:59,5.7,0.98,62,61,950,123,0
3/9/19 9:59,7,1.37,54,56,950,319,0
3/9/19 10:59,8.7,1.27,96,49,951,496,0
3/9/19 11:59,10.2,1.2,117,43,951,619,0
3/9/19 12:59,11.7,1.15,146,39,951,705,0
3/9/19 13:59,13.7,0.83,205,34,950,754,0
3/9/19 14:59,14.4,1.15,213,33,950,721,0
3/9/19 15:59,15.5,0.93,250,32,949,602,0
3/9/19 16:59,15.4,1.03,137,32,949,455,0
3/9/19 17:59,15.7,0.78,182,32,949,261,0
3/9/19 18:59,14.8,0.75,238,35,949,65,0
3/9/19 19:59,13.6,0.6,215,38,949,1,0
3/9/19 20:59,13,0.62,209,40,949,0,0
3/9/19 21:59,12.2,1.27,307,45,950,0,0
3/9/19 22:59,11.3,1.45,280,51,950,0,0
3/9/19 23:59,10.7,1.58,286,52,950,0,0
3/10/19 0:59,10.2,1.05,296,55,950,0,0
3/10/19 1:59,8.5,0.68,65,62,950,0,0
3/10/19 2:59,7.1,1.18,78,66,949,0,0
3/10/19 3:59,6.5,0.6,78,68,949,0,0
3/10/19 4:59,6.4,0.1,140,69,949,0,0
3/10/19 5:59,5.2,0.53,72,74,949,0,0
3/10/19 6:59,4.5,0.57,78,78,949,0,0
3/10/19 7:59,3.9,1.23,72,80,949,13,0
3/10/19 8:59,4.8,1.58,85,75,949,128,0
3/10/19 9:59,7.1,1.37,90,67,950,314,0
3/10/19 10:59,9.6,1.12,105,58,950,495,0
3/10/19 11:59,12.3,0.78,146,50,950,634,0
3/10/19 12:59,13.4,1.17,211,48,949,732,0
3/10/19 13:59,15.5,1.13,292,43,949,760,0
3/10/19 14:59,17.6,1.05,245,35,948,724,0
3/10/19 15:59,18.8,1.1,338,33,947,616,0
3/10/19 16:59,19.2,1.17,262,35,947,470,0
3/10/19 17:59,19.6,1.83,273,32,947,288,0
3/10/19 18:59,18.7,2.47,306,30,947,95,0
3/10/19 19:59,17,2.2,306,31,947,1,0
3/10/19 20:59,15.9,2.8,267,35,947,0,0
3/10/19 21:59,14.8,1.8,283,42,947,0,0
3/10/19 22:59,13.6,0.82,27,44,948,0,0
3/10/19 23:59,12.5,1.02,54,49,948,0,0
3/11/19 0:59,11.5,0.78,67,56,948,0,0
3/11/19 1:59,11.2,0.85,72,57,948,0,0
3/11/19 2:59,10.2,1.02,32,60,947,0,0
3/11/19 3:59,8.9,1.45,64,66,947,0,0
3/11/19 4:59,8.4,0.75,67,70,947,0,0
3/11/19 5:59,7.9,0.88,133,72,948,0,0
3/11/19 6:59,7.9,0.62,31,73,948,0,0
3/11/19 7:59,7,2.48,67,77,948,14,0
3/11/19 8:59,7.9,3.72,70,72,948,130,0
3/11/19 9:59,8.8,4.68,67,68,949,319,0
3/11/19 10:59,10.1,4.5,67,62,949,501,0
3/11/19 11:59,10.9,3.87,88,57,949,653,0
3/11/19 12:59,12.2,2.85,50,51,949,750,0
3/11/19 13:59,13.7,2.03,72,46,949,783,0
3/11/19 14:59,14.9,1.72,89,40,948,747,0
3/11/19 15:59,15.9,1.47,43,36,948,646,0
3/11/19 16:59,15.9,1.87,133,35,948,483,0
3/11/19 17:59,15.3,2.68,133,34,948,292,0
3/11/19 18:59,14.7,2.43,109,34,947,92,0
3/11/19 19:59,13.9,1.6,116,35,948,1,0
3/11/19 20:59,13.4,0.67,105,35,948,0,0
3/11/19 21:59,12.7,1.08,78,36,948,0,0
3/11/19 22:59,11.2,1.33,19,35,949,0,0
3/11/19 23:59,10.2,0.97,62,35,949,0,0
3/12/19 0:59,9.1,1.37,59,36,948,0,0
3/12/19 1:59,8,0.88,43,39,948,0,0
3/12/19 2:59,6.8,1.48,29,46,948,0,0
3/12/19 3:59,5.8,0.87,54,49,948,0,0
3/12/19 4:59,5,0.72,53,53,948,0,0
3/12/19 5:59,4.5,0.87,74,53,948,0,0
3/12/19 6:59,4.2,1.17,73,54,948,0,0
3/12/19 7:59,3.8,1.88,73,51,947,16,0
3/12/19 8:59,5.8,1.3,73,47,947,137,0
3/12/19 9:59,8,0.95,88,45,947,324,0
3/12/19 10:59,10.7,0.8,92,40,947,506,0
3/12/19 11:59,11.7,1.17,154,39,947,638,0
3/12/19 12:59,13.5,1.6,186,40,947,748,0
3/12/19 13:59,15,3.25,233,39,946,720,0
3/12/19 14:59,16.5,4.2,254,37,945,754,0
3/12/19 15:59,17.6,3.9,237,33,944,650,0
3/12/19 16:59,17.7,4.2,257,30,944,493,0
3/12/19 17:59,17.3,4.38,260,28,944,305,0
3/12/19 18:59,16.3,2.73,263,38,944,83,0
3/12/19 19:59,14.9,2.32,274,48,944,0,0
3/12/19 20:59,13.7,1.92,274,53,944,0,0
3/12/19 21:59,12.9,1.27,262,54,944,0,0
3/12/19 22:59,12.2,0.87,263,50,945,0,0
3/12/19 23:59,11.4,1.98,262,51,945,0,0
3/13/19 0:59,10.2,3.05,314,56,944,0,0
3/13/19 1:59,9.3,3.12,299,59,944,0,0
3/13/19 2:59,8.4,2.2,306,62,944,0,0
3/13/19 3:59,8.2,2.52,301,62,944,0,0
3/13/19 4:59,7.9,1.98,299,65,944,0,0
3/13/19 5:59,7.5,1.87,337,66,944,0,0
3/13/19 6:59,7,0.73,90,67,944,0,0
3/13/19 7:59,6.9,0.45,32,65,945,13,0
3/13/19 8:59,7.3,2.23,28,59,945,144,0
3/13/19 9:59,6.9,3.25,62,52,946,320,0
3/13/19 10:59,7.2,4.37,47,42,947,532,0
3/13/19 11:59,8.2,3.92,54,30,947,684,0
3/13/19 12:59,8.9,4.05,65,28,947,782,0
3/13/19 13:59,9.5,3.18,62,29,947,810,0
3/13/19 14:59,10.1,3.32,31,30,946,774,0
3/13/19 15:59,10.5,2.98,43,28,946,671,0
3/13/19 16:59,10.3,3.62,31,30,946,514,0
3/13/19 17:59,10,3.5,17,31,947,318,0
3/13/19 18:59,9.1,3.2,23,34,947,109,0
3/13/19 19:59,8.1,2.47,5,36,948,2,0
3/13/19 20:59,7.5,2.13,62,37,948,0,0
3/13/19 21:59,7.1,1.93,59,38,948,0,0
3/13/19 22:59,5.9,1.83,84,43,948,0,0
3/13/19 23:59,5.4,1.98,78,45,949,0,0
3/14/19 0:59,4.1,2.03,67,49,949,0,0
3/14/19 1:59,3.3,2.2,67,52,949,0,0
3/14/19 2:59,2.5,2.08,78,55,949,0,0
3/14/19 3:59,2.5,2.7,62,54,948,0,0
3/14/19 4:59,2.1,0.97,82,56,948,0,0
3/14/19 5:59,1.9,0.83,78,56,948,0,0
3/14/19 6:59,1.9,0.92,43,57,948,0,0
3/14/19 7:59,2.3,0.4,254,56,948,19,0
3/14/19 8:59,4.7,0.65,133,48,949,149,0
3/14/19 9:59,5.1,1.07,116,46,949,345,0
3/14/19 10:59,7.4,0.87,62,40,949,528,0
3/14/19 11:59,8.3,1.15,233,38,949,669,0
3/14/19 12:59,9.4,1.18,278,35,949,762,0
3/14/19 13:59,11.2,1.17,257,31,948,803,0
3/14/19 14:59,12.4,1.35,278,28,948,703,0
3/14/19 15:59,13.4,1.63,254,25,947,675,0
3/14/19 16:59,14.2,1.7,233,23,947,517,0
3/14/19 17:59,14.8,1.3,254,24,946,316,0
3/14/19 18:59,14.2,1.75,210,26,946,101,0
3/14/19 19:59,13.1,1.42,239,28,947,2,0
3/14/19 20:59,11.9,1.47,245,31,947,0,0
3/14/19 21:59,10.7,0.88,254,35,947,0,0
3/14/19 22:59,10.1,1.45,347,33,947,0,0
3/14/19 23:59,9.5,1.15,323,32,948,0,0
3/15/19 0:59,8.3,2.08,54,33,948,0,0
3/15/19 1:59,6.9,1.82,48,36,947,0,0
3/15/19 2:59,6.7,0.32,116,37,947,0,0
3/15/19 3:59,5.7,0.88,65,41,947,0,0
3/15/19 4:59,5,0.5,139,43,947,0,0
3/15/19 5:59,4.3,0.63,117,45,947,0,0
3/15/19 6:59,3.5,0.7,62,47,947,0,0
3/15/19 7:59,4.2,0.52,58,46,947,20,0
3/15/19 8:59,6.3,0.92,58,40,947,156,0
3/15/19 9:59,7.8,1.33,48,35,947,355,0
3/15/19 10:59,10.4,1.02,132,31,947,540,0
3/15/19 11:59,12.8,0.9,139,26,947,682,0
3/15/19 12:59,14.6,1.12,247,23,947,777,0
3/15/19 13:59,16.6,1.22,233,20,946,803,0
3/15/19 14:59,18.3,1.52,246,18,946,766,0
3/15/19 15:59,19.1,1.55,199,18,945,667,0
3/15/19 16:59,19.7,1.62,263,17,945,517,0
3/15/19 17:59,20,1.23,263,16,945,321,0
3/15/19 18:59,19.3,0.92,245,17,945,112,0
3/15/19 19:59,17.5,0.9,188,19,945,2,0
3/15/19 20:59,16.4,0.55,210,20,945,0,0
3/15/19 21:59,15.8,1.02,278,21,945,0,0
3/15/19 22:59,14.9,1.12,299,24,946,0,0
3/15/19 23:59,12.9,1.07,48,30,946,0,0
3/16/19 0:59,11.3,1.2,36,32,945,0,0
3/16/19 1:59,10.4,1.12,31,33,945,0,0
3/16/19 2:59,9.1,0.52,12,37,945,0,0
3/16/19 3:59,7.7,0.77,358,41,945,0,0
3/16/19 4:59,7.4,1.53,43,41,945,0,0
3/16/19 5:59,6.8,0.85,81,43,945,0,0
3/16/19 6:59,5.8,1.17,60,46,945,0,0
3/16/19 7:59,5.7,0.85,67,46,945,24,0
3/16/19 8:59,7.8,1.37,83,40,945,165,0
3/16/19 9:59,9.3,1.93,88,36,945,357,0
3/16/19 10:59,13,0.87,78,29,945,551,0
3/16/19 11:59,16.2,0.93,116,22,944,697,0
3/16/19 12:59,17.8,1.22,127,19,944,783,0
3/16/19 13:59,18.9,1.53,167,17,943,815,0
3/16/19 14:59,20.4,1.37,212,17,942,769,0
3/16/19 15:59,20.7,2.25,242,16,942,670,0
3/16/19 16:59,20.7,2.45,237,17,941,515,0
3/16/19 17:59,20.6,2.62,238,17,941,316,0
3/16/19 18:59,19.6,2.95,274,19,941,113,0
3/16/19 19:59,18,2.17,269,20,941,3,0
3/16/19 20:59,16.8,2.12,282,22,941,0,0
3/16/19 21:59,15.5,2.37,279,26,941,0,0
3/16/19 22:59,14.5,2.65,274,27,941,0,0
3/16/19 23:59,13.9,1.95,279,28,941,0,0
3/17/19 0:59,12.8,1.33,280,31,940,0,0
3/17/19 1:59,11.8,1.15,267,33,940,0,0
3/17/19 2:59,10.7,1.23,260,35,940,0,0
3/17/19 3:59,9.7,0.92,292,35,940,0,0
3/17/19 4:59,8.7,0.82,237,38,940,0,0
3/17/19 5:59,7.6,0.87,257,44,940,0,0
3/17/19 6:59,7.6,1.15,268,45,940,0,0
3/17/19 7:59,7.9,0.93,267,46,940,24,0
3/17/19 8:59,9.8,1.3,249,38,941,166,0
3/17/19 9:59,12.7,1.02,280,27,941,360,0
3/17/19 10:59,14.1,2.47,254,23,941,547,0
3/17/19 11:59,14.7,3.22,262,22,941,698,0
3/17/19 12:59,14.9,3.98,277,22,941,833,0
3/17/19 13:59,15.1,4.05,262,22,941,632,0
3/17/19 14:59,15.6,3.77,254,24,940,751,0
3/17/19 15:59,16.3,3.25,263,27,940,674,0
3/17/19 16:59,16.6,2.17,274,28,940,514,0
3/17/19 17:59,14.6,2.42,323,34,940,285,0
3/17/19 18:59,13.6,3.3,304,33,940,110,0
3/17/19 19:59,12.4,2.02,307,36,941,2,0
3/17/19 20:59,11.6,1.77,84,39,941,0,0
3/17/19 21:59,10.6,2.52,82,43,942,0,0
3/17/19 22:59,9.2,4.55,65,47,942,0,0
3/17/19 23:59,6.1,5.53,67,55,942,0,0
3/18/19 0:59,4.7,5.45,73,59,942,0,0
3/18/19 1:59,3.8,5.65,69,62,943,0,0
3/18/19 2:59,3.3,6.03,77,62,943,2,0
3/18/19 3:59,2.8,5.45,78,60,943,1,0
3/18/19 4:59,2.2,5.88,79,52,943,0,0
3/18/19 5:59,1.4,5,74,53,944,0,0
3/18/19 6:59,0.7,4.7,78,55,944,0,0
3/18/19 7:59,0.3,4.83,77,56,945,30,0
3/18/19 8:59,1.4,4.73,75,51,945,177,0
3/18/19 9:59,2.7,4.85,83,45,945,380,0
3/18/19 10:59,4.6,4.63,59,41,946,567,0
3/18/19 11:59,6.3,4.9,74,39,946,712,0
3/18/19 12:59,7.8,4.22,74,35,945,806,0
3/18/19 13:59,8.8,4.73,62,30,945,837,0
3/18/19 14:59,10.1,3.55,53,25,944,801,0
3/18/19 15:59,10.3,3.82,82,24,944,697,0
3/18/19 16:59,11,2.62,73,23,944,539,0
3/18/19 17:59,11.1,2.35,44,23,944,323,0
3/18/19 18:59,11.1,1.58,64,23,944,115,0
3/18/19 19:59,10.4,1.62,76,24,944,2,0
3/18/19 20:59,9,2.97,54,31,944,0,0
3/18/19 21:59,7.7,3.72,62,37,945,0,0
3/18/19 22:59,5.8,4.93,78,39,945,0,0
3/18/19 23:59,4.7,4.25,73,44,945,0,0
3/19/19 0:59,3.9,3.43,78,49,945,0,0
3/19/19 1:59,3.5,2.65,74,52,945,0,0
3/19/19 2:59,3.1,2.67,69,54,945,0,0
3/19/19 3:59,2.6,2.57,74,56,945,1,0
3/19/19 4:59,2.8,3.28,78,55,945,1,0
3/19/19 5:59,3,2.52,62,54,945,1,0
